transaction_id,transaction_date,amount,vendor_id,department_id,bank_account_id,sector_type,purpose,payment_method,fraud_type,is_fraud
3059,22-02-2024,481314.84,803087908,103,3.37E+12,procurement,goods,bank,none,0
3060,02-05-2024,92479.85,657405272,107,7.95E+12,procurement,goods,bank,none,0
3061,04-06-2024,28873.03,536775340,102,7.67E+12,welfare,benefit_transfer,bank,none,0
3062,19-07-2023,199561.16,244521862,101,1.72E+12,spending,training,bank,none,0
3063,02-08-2023,594351.85,599225355,107,1.78E+12,procurement,goods,bank,none,0
3064,26-09-2024,751317.42,591054221,113,4.43E+12,procurement,infrastructure,bank,none,0
3065,30-08-2024,3217.19,650705694,110,2.22E+12,welfare,benefit_transfer,bank,none,0
3066,07-11-2024,512491.33,775872064,114,2.99E+12,procurement,goods,bank,none,0
3067,03-12-2024,255560.29,550145315,115,3.40E+12,procurement,goods,bank,none,0
3068,30-03-2024,445545.28,503150545,114,6.81E+12,procurement,services,bank,none,0
3069,14-04-2023,38007.68,193570372,103,1.59E+12,spending,training,bank,none,0
3070,17-09-2024,8465.37,704669395,112,1.78E+12,welfare,benefit_transfer,bank,none,0
3071,29-10-2024,11453.65,791183852,103,5.41E+12,spending,maintenance,bank,none,0
3072,02-10-2023,444351.34,425774624,106,2.54E+12,procurement,services,bank,none,0
3073,15-02-2024,110686.98,410354284,108,7.67E+12,procurement,services,bank,none,0
3074,13-11-2024,4513.04,704669395,112,1.78E+12,welfare,aid,bank,none,0
3075,20-09-2023,141689.67,438526335,114,7.01E+12,procurement,goods,bank,none,0
3076,06-08-2023,72836.12,586399530,115,6.47E+12,procurement,goods,bank,none,0
3077,28-05-2024,395770.3,503150545,114,6.81E+12,procurement,goods,bank,none,0
3078,19-03-2023,191907.87,104932521,101,1.17E+12,spending,maintenance,bank,none,0
3079,19-02-2023,26706.54,610846881,105,1.39E+12,welfare,aid,bank,none,0
3080,16-11-2023,291509.87,512050349,104,4.73E+12,procurement,services,bank,none,0
3081,24-07-2023,605908.86,657405272,107,7.95E+12,procurement,goods,bank,none,0
3082,11-02-2024,113229.29,811299771,102,7.63E+12,spending,operations,bank,none,0
3083,07-11-2023,546417.18,803087908,103,3.37E+12,procurement,services,bank,none,0
3084,30-05-2024,27415.68,226692604,114,8.22E+12,welfare,aid,bank,none,0
3085,10-11-2024,400570.23,118136001,111,5.41E+12,procurement,services,bank,repeated_vendor_pattern,1
3086,05-11-2023,357763.02,269107993,108,6.45E+12,procurement,infrastructure,bank,none,0
3087,15-02-2024,17022.89,540288822,109,9.35E+12,welfare,subsidy,bank,none,0
3088,24-03-2024,2395.67,707997443,115,2.55E+12,welfare,aid,bank,none,0
3089,04-11-2024,154749.59,171754410,109,8.11E+12,spending,maintenance,cash,none,0
3090,14-07-2024,703374.79,591054221,113,4.43E+12,procurement,services,bank,none,0
3091,30-11-2024,759079.46,701051017,108,1.01E+12,procurement,goods,bank,none,0
3092,31-03-2023,24853.02,913885616,110,7.79E+12,welfare,aid,bank,none,0
3093,25-09-2024,319806.34,412354604,110,5.26E+12,procurement,infrastructure,bank,none,0
3094,19-08-2023,397737.11,167822818,109,3.03E+12,procurement,goods,bank,none,0
3095,30-05-2024,536408.75,303905758,109,9.76E+12,procurement,infrastructure,bank,none,0
3096,20-11-2024,602299.05,550145315,115,3.40E+12,procurement,services,bank,none,0
3097,21-09-2024,150118.73,701051017,108,1.01E+12,procurement,infrastructure,cash,none,0
3098,04-04-2023,251859.53,346601881,113,6.36E+12,procurement,infrastructure,bank,none,0
3099,28-07-2023,2631.12,707997443,115,2.55E+12,welfare,aid,bank,none,0
3100,15-03-2023,122411.28,760955423,103,7.01E+12,spending,training,bank,none,0
3101,18-02-2023,375832.48,993032820,102,3.58E+12,procurement,goods,bank,amount_inflation,1
3102,01-05-2023,84856.17,811299771,102,7.63E+12,spending,operations,bank,none,0
3103,13-08-2024,30813.95,536775340,102,7.67E+12,welfare,aid,bank,none,0
3104,16-06-2024,171583.74,802143973,105,8.32E+12,procurement,infrastructure,bank,shared_bank_account,1
3105,18-12-2023,3316.85,599987952,104,3.80E+12,welfare,aid,bank,none,0
3106,14-06-2024,7634.9,178424325,112,2.55E+12,welfare,subsidy,bank,none,0
3107,04-10-2023,599881.78,346601881,113,6.36E+12,procurement,goods,bank,none,0
3108,07-04-2024,854807.97,730699660,107,2.54E+12,procurement,goods,bank,none,0
3109,04-06-2023,159660.39,529926020,106,2.49E+12,spending,maintenance,bank,none,0
3110,16-10-2024,149968.78,144968665,101,2.22E+12,spending,operations,bank,none,0
3111,09-02-2023,184029.93,144968665,101,2.22E+12,spending,training,bank,none,0
3112,18-11-2024,36164.6,116266656,113,7.89E+12,spending,maintenance,bank,none,0
3113,10-08-2024,184300.38,769079081,111,8.32E+12,spending,maintenance,bank,none,0
3114,17-11-2024,135595.88,304745829,104,4.49E+12,procurement,goods,bank,none,0
3115,26-04-2023,11725.53,739345074,115,6.49E+12,welfare,benefit_transfer,bank,none,0
3116,12-08-2024,334874.36,100585120,108,2.31E+12,procurement,infrastructure,bank,none,0
3117,03-12-2024,58733.2,591054221,113,4.43E+12,procurement,goods,bank,none,0
3118,10-08-2024,887631.07,304234562,115,1.64E+12,procurement,infrastructure,bank,none,0
3119,31-01-2023,268025.67,963181386,108,6.82E+12,procurement,goods,bank,none,0
3120,03-06-2024,10740.49,599987952,104,3.80E+12,welfare,aid,bank,none,0
3121,09-04-2023,81141.11,667345069,105,1.62E+12,spending,maintenance,bank,none,0
3122,02-04-2024,112099.43,193570372,103,1.59E+12,spending,maintenance,bank,none,0
3123,03-08-2024,26167.55,913885616,110,7.79E+12,welfare,benefit_transfer,bank,none,0
3124,10-04-2023,291592.72,269107993,108,6.45E+12,procurement,services,bank,none,0
3125,05-07-2024,638828.88,412354604,110,5.26E+12,procurement,goods,bank,none,0
3126,19-06-2023,730752.5,304745829,104,4.49E+12,procurement,infrastructure,bank,none,0
3127,11-01-2023,478519,787507987,106,3.74E+12,procurement,services,bank,none,0
3128,22-11-2023,200000,372724777,114,2.38E+12,procurement,goods,cash,none,0
3129,14-08-2023,171221.29,585738843,110,5.53E+12,spending,operations,bank,none,0
3130,14-10-2023,8364.03,178424325,112,2.55E+12,welfare,benefit_transfer,bank,none,0
3131,11-08-2023,17960.23,922795356,115,7.17E+12,welfare,subsidy,bank,none,0
3132,06-04-2024,117094.5,193570372,103,1.59E+12,spending,maintenance,bank,none,0
3133,23-02-2024,15539.78,913885616,110,7.79E+12,welfare,subsidy,bank,none,0
3134,19-05-2023,66018.49,503150545,114,6.81E+12,procurement,services,bank,none,0
3135,04-04-2024,200000,303905758,109,9.76E+12,procurement,services,cash,none,0
3136,09-10-2024,700741.15,859152683,108,6.45E+12,procurement,infrastructure,bank,none,0
3137,01-11-2024,883411.66,691919222,106,3.40E+12,procurement,goods,bank,none,0
3138,21-01-2024,25219.53,226692604,114,8.22E+12,welfare,benefit_transfer,bank,none,0
3139,19-09-2024,352132.1,100585120,108,2.31E+12,procurement,goods,bank,none,0
3140,01-04-2024,27366.37,526731186,103,7.83E+12,welfare,aid,bank,none,0
3141,28-03-2024,185935.95,144968665,101,2.22E+12,spending,maintenance,bank,none,0
3142,02-05-2023,764758.95,657405272,107,7.95E+12,procurement,goods,bank,none,0
3143,01-04-2023,28163.81,208497648,110,4.98E+12,spending,maintenance,bank,none,0
3144,11-06-2023,180982.87,208497648,110,4.98E+12,spending,maintenance,bank,none,0
3145,05-09-2024,121312.42,116266656,113,7.89E+12,spending,training,bank,none,0
3146,04-02-2024,9084.53,678417751,104,3.03E+12,welfare,subsidy,bank,none,0
3147,04-07-2024,354911.3,163942516,109,1.62E+12,procurement,infrastructure,bank,none,0
3148,05-11-2024,353881.84,701051017,108,1.01E+12,procurement,services,bank,none,0
3149,24-08-2024,380741.01,787507987,106,3.74E+12,procurement,services,bank,none,0
3150,30-08-2024,726533.61,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
3151,17-10-2024,3160.7,599987952,104,3.80E+12,welfare,subsidy,bank,none,0
3152,16-05-2024,773687.53,580418803,106,4.84E+12,procurement,goods,bank,none,0
3153,06-11-2023,185228.61,585738843,110,5.53E+12,spending,maintenance,bank,none,0
3154,21-11-2023,886344.45,798008398,111,1.35E+12,procurement,services,bank,none,0
3155,26-06-2023,375416.28,389669334,113,2.70E+12,procurement,goods,bank,none,0
3156,28-07-2024,13866.28,329245687,105,1.62E+12,spending,maintenance,bank,none,0
3157,15-10-2024,63269.75,244521862,101,1.72E+12,spending,training,bank,none,0
3158,24-05-2023,491451.75,636627338,110,2.13E+12,procurement,services,bank,none,0
3159,22-04-2023,183979.45,832375074,115,1.17E+12,spending,operations,bank,none,0
3160,03-12-2024,27960.82,926267959,109,6.74E+12,welfare,benefit_transfer,bank,none,0
3161,08-06-2024,863895.2,935487536,106,8.77E+12,procurement,services,bank,none,0
3162,19-11-2024,142494.65,104932521,101,1.17E+12,spending,maintenance,bank,none,0
3163,12-08-2024,200000,802143973,105,8.32E+12,procurement,infrastructure,cash,shared_bank_account,1
3164,13-04-2023,775209.03,691919222,106,3.40E+12,procurement,infrastructure,bank,none,0
3165,22-01-2024,724430.67,438526335,114,7.01E+12,procurement,infrastructure,bank,repeated_vendor_pattern,1
3166,12-05-2024,603341.86,503150545,114,6.81E+12,procurement,services,bank,none,0
3167,15-09-2024,577132.48,132300933,110,3.79E+12,procurement,goods,bank,none,0
3168,05-01-2023,16415.5,116106913,114,6.74E+12,spending,operations,bank,none,0
3169,14-04-2023,812748.12,787507987,106,3.74E+12,procurement,infrastructure,bank,none,0
3170,21-03-2023,239457.65,525373532,102,3.89E+12,procurement,services,bank,none,0
3171,16-07-2024,394022.96,398675143,102,3.94E+12,procurement,services,bank,none,0
3172,15-01-2024,5860.2,526731186,103,7.83E+12,welfare,benefit_transfer,bank,none,0
3173,17-09-2024,108866.97,598145835,105,1.62E+12,procurement,infrastructure,cash,none,0
3174,30-03-2024,78157.51,885865426,105,9.14E+12,spending,operations,bank,none,0
3175,07-03-2023,274251.13,573016686,115,4.34E+12,procurement,services,bank,none,0
3176,12-03-2024,16989.82,938826497,106,2.62E+12,welfare,subsidy,bank,none,0
3177,11-05-2024,183719.41,591054221,113,4.43E+12,procurement,infrastructure,bank,none,0
3178,16-07-2024,17375.51,540288822,109,9.35E+12,welfare,benefit_transfer,bank,none,0
3179,03-02-2023,25362.03,215752697,101,9.77E+12,welfare,benefit_transfer,bank,none,0
3180,07-04-2023,95280.1,434158799,108,2.22E+12,spending,training,bank,none,0
3181,10-03-2023,136922.68,215885643,106,9.78E+12,procurement,infrastructure,bank,none,0
3182,30-05-2024,36819.51,678417751,104,3.03E+12,welfare,aid,bank,none,0
3183,04-08-2023,18078.4,434158799,108,2.22E+12,spending,operations,bank,none,0
3184,03-04-2023,200000,290780434,102,4.84E+12,procurement,infrastructure,cash,none,0
3185,26-09-2023,316158.36,410354284,108,7.67E+12,procurement,infrastructure,bank,none,0
3186,11-04-2023,765288.12,298277534,111,8.42E+12,procurement,services,bank,none,0
3187,17-07-2023,699298.64,955795335,111,5.38E+12,procurement,infrastructure,bank,none,0
3188,10-11-2024,70385.18,649657712,102,3.49E+12,spending,operations,bank,none,0
3189,30-04-2023,45397.83,299902473,105,4.84E+12,spending,training,bank,none,0
3190,21-06-2023,172454.04,525373532,102,3.89E+12,procurement,goods,bank,none,0
3191,26-09-2024,37878.27,536775340,102,7.67E+12,welfare,benefit_transfer,bank,none,0
3192,20-11-2023,200000,515015750,107,8.32E+12,procurement,services,cash,none,0
3193,08-11-2023,78013.47,622722529,101,7.73E+12,spending,maintenance,cash,none,0
3194,08-09-2023,30816.03,650705694,110,2.22E+12,welfare,subsidy,bank,none,0
3195,20-01-2023,23314.14,599987952,104,3.80E+12,welfare,subsidy,bank,none,0
3196,01-10-2024,197953.06,156180956,104,2.18E+12,spending,operations,bank,none,0
3197,16-10-2024,599220.8,798008398,111,1.35E+12,procurement,infrastructure,bank,none,0
3198,10-06-2023,171017.73,969349199,106,3.94E+12,procurement,services,bank,none,0
3199,20-11-2024,203414.68,803087908,103,3.37E+12,procurement,services,bank,none,0
3200,18-10-2024,149521.67,885865426,105,9.14E+12,spending,maintenance,bank,none,0
3201,06-07-2023,180322.53,550145315,115,3.40E+12,procurement,goods,cash,none,0
3202,15-07-2023,278274.6,935487536,106,8.77E+12,procurement,services,bank,none,0
3203,10-05-2023,33997.78,893404884,113,1.01E+12,welfare,benefit_transfer,bank,none,0
3204,04-06-2024,178488.53,529926020,106,2.49E+12,spending,training,bank,none,0
3205,03-12-2024,17528.64,540288822,109,9.35E+12,welfare,aid,bank,none,0
3206,28-06-2024,39248.72,208497648,110,4.98E+12,spending,operations,bank,none,0
3207,02-02-2023,899328.85,691919222,106,3.40E+12,procurement,services,bank,none,0
3208,13-07-2024,690125.55,197356745,112,6.45E+12,procurement,services,bank,none,0
3209,16-07-2024,354865.73,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
3210,21-12-2023,140799.98,781238488,112,5.84E+12,spending,maintenance,bank,none,0
3211,08-04-2023,382029.1,197356745,112,6.45E+12,procurement,services,bank,none,0
3212,15-12-2024,19291.87,526731186,103,7.83E+12,welfare,aid,bank,none,0
3213,01-04-2023,66117.3,515015750,107,8.32E+12,procurement,infrastructure,bank,shared_bank_account,1
3214,13-08-2024,33939.61,457111100,112,1.01E+12,welfare,aid,bank,none,0
3215,25-07-2024,14237.67,893404884,113,1.01E+12,welfare,aid,bank,none,0
3216,06-12-2024,806509.35,111762859,103,7.17E+12,procurement,services,bank,none,0
3217,04-06-2024,446753.33,586399530,115,6.47E+12,procurement,infrastructure,bank,none,0
3218,04-08-2024,384279.61,503150545,114,6.81E+12,procurement,goods,bank,none,0
3219,27-10-2023,25316.99,585151261,110,9.43E+12,welfare,aid,bank,none,0
3220,24-06-2023,592080.13,215885643,106,9.78E+12,procurement,goods,bank,none,0
3221,09-02-2024,7956.63,325182357,112,8.32E+12,welfare,aid,bank,none,0
3222,29-09-2024,24031.43,893404884,113,1.01E+12,welfare,aid,bank,none,0
3223,17-03-2024,440058.42,359784334,104,8.22E+12,procurement,services,bank,none,0
3224,12-01-2024,371827.14,389669334,113,2.70E+12,procurement,services,bank,none,0
3225,04-03-2024,20120.75,759233275,106,1.72E+12,welfare,benefit_transfer,bank,none,0
3226,15-02-2024,754578.05,798008398,111,1.35E+12,procurement,services,bank,none,0
3227,05-02-2024,114201.49,171754410,109,8.11E+12,spending,training,cash,none,0
3228,11-10-2024,231079.72,118136001,111,5.41E+12,procurement,services,bank,repeated_vendor_pattern,1
3229,02-05-2023,17985.7,450354820,107,6.81E+12,welfare,aid,bank,none,0
3230,19-12-2024,661922.04,701051017,108,1.01E+12,procurement,infrastructure,bank,shared_bank_account,1
3231,20-11-2023,468070.44,701051017,108,1.01E+12,procurement,services,bank,shared_bank_account,1
3232,28-01-2024,17380.52,646390105,112,2.99E+12,welfare,subsidy,bank,none,0
3233,28-07-2023,18136.89,536775340,102,7.67E+12,welfare,subsidy,bank,none,0
3234,21-01-2023,22966.93,526731186,103,7.83E+12,welfare,benefit_transfer,bank,none,0
3235,09-09-2023,125238.13,743835017,107,4.69E+12,spending,maintenance,bank,none,0
3236,02-08-2023,8298.52,759233275,106,1.72E+12,welfare,aid,bank,none,0
3237,04-09-2023,101017.02,290780434,102,4.84E+12,procurement,services,bank,none,0
3238,20-05-2023,175486.52,189339050,107,9.67E+12,procurement,goods,bank,none,0
3239,01-12-2024,19850.14,144968665,101,2.22E+12,spending,operations,bank,none,0
3240,29-06-2023,201869.71,364557047,112,4.94E+12,procurement,services,bank,none,0
3241,30-09-2023,64619.96,791183852,103,5.41E+12,spending,operations,bank,none,0
3242,28-05-2024,26228.1,739345074,115,6.49E+12,welfare,benefit_transfer,bank,none,0
3243,25-10-2024,809064.26,861174663,106,9.28E+12,procurement,infrastructure,bank,none,0
3244,11-02-2024,403348.28,798008398,111,1.35E+12,procurement,services,bank,none,0
3245,18-05-2023,130105.73,734537864,110,6.74E+12,procurement,services,bank,none,0
3246,26-04-2023,19295.01,832375074,115,1.17E+12,spending,training,bank,none,0
3247,20-09-2024,284723.92,197356745,112,6.45E+12,procurement,services,bank,none,0
3248,04-11-2023,631046.47,636627338,110,2.13E+12,procurement,goods,bank,none,0
3249,19-09-2024,750937.27,167822818,109,3.03E+12,procurement,infrastructure,bank,none,0
3250,05-05-2023,81955.2,434158799,108,2.22E+12,spending,training,cash,none,0
3251,23-05-2023,798574.18,775872064,114,2.99E+12,procurement,infrastructure,bank,none,0
3252,11-11-2024,100457.97,591054221,113,4.43E+12,procurement,goods,bank,none,0
3253,10-07-2023,566464.9,118136001,111,5.41E+12,procurement,goods,bank,none,0
3254,17-02-2023,28287.56,226692604,114,8.22E+12,welfare,subsidy,bank,none,0
3255,18-08-2024,837488.84,372724777,114,2.38E+12,procurement,goods,bank,none,0
3256,20-12-2024,168794.32,832375074,115,1.17E+12,spending,training,bank,none,0
3257,30-03-2024,36145.08,585738843,110,5.53E+12,spending,maintenance,bank,none,0
3258,08-03-2024,4679.75,707997443,115,2.55E+12,welfare,benefit_transfer,bank,none,0
3259,27-10-2023,42168.29,164310053,111,8.92E+12,spending,training,bank,none,0
3260,14-12-2024,18062.95,201064292,109,9.43E+12,welfare,aid,bank,none,0
3261,23-11-2024,34391.92,893404884,113,1.01E+12,welfare,aid,bank,none,0
3262,23-02-2024,26896.57,131945878,110,1.62E+12,spending,operations,bank,none,0
3263,18-03-2024,186134.2,760955423,103,7.01E+12,spending,training,bank,none,0
3264,03-06-2023,143652.79,550747587,108,2.74E+12,spending,operations,bank,none,0
3265,21-06-2024,13445.93,926267959,109,6.74E+12,welfare,subsidy,bank,none,0
3266,16-11-2023,864458.05,410354284,108,7.67E+12,procurement,services,bank,none,0
3267,04-01-2024,66264.67,269107993,108,6.45E+12,procurement,infrastructure,bank,none,0
3268,26-06-2024,482238.38,993032820,102,3.58E+12,procurement,goods,bank,none,0
3269,10-07-2024,89504.64,116106913,114,6.74E+12,spending,maintenance,cash,none,0
3270,02-11-2023,36269.38,450354820,107,6.81E+12,welfare,subsidy,bank,none,0
3271,19-08-2023,114490.87,622722529,101,7.73E+12,spending,training,bank,none,0
3272,04-07-2024,341899.92,189339050,107,9.67E+12,procurement,goods,bank,none,0
3273,03-01-2023,19733.87,739345074,115,6.49E+12,welfare,aid,bank,none,0
3274,21-07-2023,308350.9,860004799,113,8.54E+12,procurement,goods,bank,none,0
3275,14-04-2024,200000,410354284,108,7.67E+12,procurement,goods,cash,none,0
3276,18-01-2024,57307.64,781238488,112,5.84E+12,spending,operations,bank,none,0
3277,13-07-2023,76806.86,525373532,102,3.89E+12,procurement,infrastructure,bank,none,0
3278,25-06-2024,58153.44,313127159,111,7.83E+12,spending,training,bank,none,0
3279,22-06-2023,26040.66,191255991,103,2.22E+12,welfare,aid,bank,none,0
3280,06-03-2023,170254.82,116266656,113,7.89E+12,spending,operations,bank,none,0
3281,07-03-2024,6487.99,739345074,115,6.49E+12,welfare,benefit_transfer,bank,none,0
3282,20-12-2024,301994.5,290780434,102,4.84E+12,procurement,services,bank,none,0
3283,05-05-2024,200000,591054221,113,4.43E+12,procurement,services,cash,none,0
3284,14-04-2023,3525648.55,304234562,115,1.64E+12,procurement,goods,bank,amount_inflation,1
3285,27-10-2024,72062.5,550747587,108,2.74E+12,spending,operations,bank,none,0
3286,14-09-2023,578994.86,591054221,113,4.43E+12,procurement,goods,bank,none,0
3287,22-08-2024,11128.37,739345074,115,6.49E+12,welfare,aid,bank,none,0
3288,05-02-2024,118073.28,730699660,107,2.54E+12,procurement,infrastructure,bank,none,0
3289,07-07-2023,19909.24,208497648,110,4.98E+12,spending,maintenance,bank,none,0
3290,24-04-2024,552367.12,573016686,115,4.34E+12,procurement,infrastructure,bank,none,0
3291,14-11-2024,316737.06,580418803,106,4.84E+12,procurement,services,bank,none,0
3292,11-12-2023,123007.28,131945878,110,1.62E+12,spending,operations,bank,none,0
3293,15-01-2023,146987.09,859152683,108,6.45E+12,procurement,infrastructure,bank,none,0
3294,04-03-2024,799222.16,163942516,109,1.62E+12,procurement,services,bank,none,0
3295,12-12-2024,706802.87,290780434,102,4.84E+12,procurement,infrastructure,bank,none,0
3296,09-11-2024,203064.12,730699660,107,2.54E+12,procurement,goods,bank,none,0
3297,31-08-2023,200000,591054221,113,4.43E+12,procurement,goods,cash,none,0
3298,14-11-2023,10658.24,935919667,105,9.49E+12,welfare,aid,bank,none,0
3299,15-07-2023,9283.02,585151261,110,9.43E+12,welfare,subsidy,bank,none,0
3300,16-04-2024,18856.07,450354820,107,6.81E+12,welfare,aid,bank,none,0
3301,14-07-2024,72353.68,622722529,101,7.73E+12,spending,operations,bank,none,0
3302,22-03-2023,39851.41,457111100,112,1.01E+12,welfare,subsidy,bank,none,0
3303,27-04-2023,492676,604644994,102,8.73E+12,procurement,goods,bank,none,0
3304,04-02-2023,71954.74,164310053,111,8.92E+12,spending,training,bank,none,0
3305,26-05-2024,161841.49,769079081,111,8.32E+12,spending,maintenance,bank,none,0
3306,11-01-2024,152464.32,304745829,104,4.49E+12,procurement,goods,bank,none,0
3307,19-02-2024,31698.27,678417751,104,3.03E+12,welfare,aid,bank,none,0
3308,18-09-2023,375671.41,389669334,113,2.70E+12,procurement,goods,bank,none,0
3309,11-08-2024,886363.03,132300933,110,3.79E+12,procurement,services,bank,none,0
3310,29-07-2024,34154.12,704669395,112,1.78E+12,welfare,subsidy,bank,none,0
3311,21-09-2023,25741.77,450354820,107,6.81E+12,welfare,benefit_transfer,bank,none,0
3312,09-04-2024,106180.9,434158799,108,2.22E+12,spending,training,bank,none,0
3313,15-08-2024,179994.59,346601881,113,6.36E+12,procurement,infrastructure,bank,none,0
3314,03-08-2024,139858.97,824678204,105,7.47E+12,spending,maintenance,bank,none,0
3315,22-01-2024,99430.25,824678204,105,7.47E+12,spending,training,bank,none,0
3316,14-11-2023,204443.95,636627338,110,2.13E+12,procurement,services,bank,none,0
3317,22-06-2023,45737.4,776331422,114,8.32E+12,spending,training,bank,none,0
3318,08-03-2024,883302.74,100585120,108,2.31E+12,procurement,services,bank,none,0
3319,23-07-2024,114007.69,131945878,110,1.62E+12,spending,maintenance,bank,none,0
3320,03-06-2024,714534.4,579525745,106,7.49E+12,procurement,infrastructure,bank,none,0
3321,07-06-2023,240936.21,364557047,112,4.94E+12,procurement,services,bank,none,0
3322,02-03-2024,608828.95,798008398,111,1.35E+12,procurement,services,bank,none,0
3323,03-08-2023,744202.71,734537864,110,6.74E+12,procurement,infrastructure,bank,none,0
3324,26-07-2023,25766.75,922795356,115,7.17E+12,welfare,subsidy,bank,none,0
3325,21-07-2023,104752.84,622722529,101,7.73E+12,spending,operations,bank,none,0
3326,27-02-2024,32471.35,922795356,115,7.17E+12,welfare,benefit_transfer,bank,none,0
3327,23-05-2024,18717.28,116266656,113,7.89E+12,spending,training,bank,none,0
3328,13-12-2023,81622.22,189339050,107,9.67E+12,procurement,goods,bank,none,0
3329,04-10-2023,37773.52,913885616,110,7.79E+12,welfare,subsidy,bank,none,0
3330,16-02-2023,239286.09,860004799,113,8.54E+12,procurement,services,bank,none,0
3331,30-08-2023,592831.04,309724730,113,4.94E+12,procurement,infrastructure,bank,none,0
3332,28-12-2023,144840.91,649657712,102,3.49E+12,spending,maintenance,bank,none,0
3333,05-06-2024,568281.74,955795335,111,5.38E+12,procurement,services,bank,none,0
3334,27-03-2023,441576.89,398675143,102,3.94E+12,procurement,services,bank,none,0
3335,23-12-2023,533254.52,657405272,107,7.95E+12,procurement,infrastructure,bank,none,0
3336,19-11-2023,144418.42,240624834,110,6.97E+12,procurement,goods,bank,none,0
3337,21-05-2023,123293.3,461735931,111,5.84E+12,spending,training,cash,none,0
3338,18-11-2024,138870.38,116266656,113,7.89E+12,spending,training,bank,none,0
3339,09-08-2024,6525.49,739345074,115,6.49E+12,welfare,benefit_transfer,bank,none,0
3340,22-12-2023,104727.72,116266656,113,7.89E+12,spending,operations,bank,none,0
3341,23-09-2023,129962.5,244521862,101,1.72E+12,spending,maintenance,bank,none,0
3342,14-11-2024,31705.58,704669395,112,1.78E+12,welfare,subsidy,bank,none,0
3343,21-12-2023,19057.49,622722529,101,7.73E+12,spending,operations,bank,none,0
3344,22-11-2024,113433.55,415842845,113,1.12E+12,spending,operations,cash,none,0
3345,04-05-2023,172539.41,116266656,113,7.89E+12,spending,operations,bank,none,0
3346,14-09-2023,789380.66,269107993,108,6.45E+12,procurement,goods,bank,none,0
3347,16-07-2023,19450.67,526731186,103,7.83E+12,welfare,subsidy,bank,none,0
3348,08-04-2023,347046.72,240624834,110,6.97E+12,procurement,goods,bank,none,0
3349,03-12-2024,52341.08,913939801,115,4.49E+12,procurement,services,bank,none,0
3350,26-09-2023,887830.76,598145835,105,1.62E+12,procurement,services,bank,none,0
3351,14-04-2023,33228.1,835403067,113,2.54E+12,welfare,subsidy,bank,none,0
3352,25-05-2024,108721.1,760955423,103,7.01E+12,spending,maintenance,cash,none,0
3353,16-09-2024,15302.63,938826497,106,2.62E+12,welfare,benefit_transfer,bank,none,0
3354,19-11-2023,32842.83,191255991,103,2.22E+12,welfare,aid,bank,none,0
3355,17-08-2023,700485.84,798008398,111,1.35E+12,procurement,services,bank,none,0
3356,10-01-2023,89183.25,622722529,101,7.73E+12,spending,operations,bank,none,0
3357,27-08-2024,2457349.02,993032820,102,3.58E+12,procurement,infrastructure,bank,amount_inflation,1
3358,13-02-2023,28950.78,835403067,113,2.54E+12,welfare,subsidy,bank,none,0
3359,14-10-2023,296708.91,132300933,110,3.79E+12,procurement,goods,bank,none,0
3360,26-10-2024,28892.44,178424325,112,2.55E+12,welfare,subsidy,bank,none,0
3361,04-07-2023,106048.26,131945878,110,1.62E+12,spending,operations,bank,none,0
3362,30-07-2023,348579.66,298277534,111,8.42E+12,procurement,goods,bank,none,0
3363,02-05-2023,16530.96,171754410,109,8.11E+12,spending,maintenance,bank,none,0
3364,05-10-2024,36578.3,935919667,105,9.49E+12,welfare,benefit_transfer,bank,none,0
3365,25-07-2023,16021.51,540288822,109,9.35E+12,welfare,subsidy,bank,none,0
3366,17-05-2023,200000,963181386,108,6.82E+12,procurement,services,cash,none,0
3367,26-06-2023,17128.37,450354820,107,6.81E+12,welfare,subsidy,bank,none,0
3368,31-12-2023,654635.6,302277356,103,6.49E+12,procurement,goods,bank,none,0
3369,27-11-2024,150086.57,434158799,108,2.22E+12,spending,operations,bank,none,0
3370,11-04-2024,129324.69,550145315,115,3.40E+12,procurement,goods,bank,none,0
3371,28-02-2024,34452.39,935919667,105,9.49E+12,welfare,aid,bank,none,0
3372,15-11-2023,28787.75,144968665,101,2.22E+12,spending,training,bank,none,0
3373,03-07-2024,173261.92,529926020,106,2.49E+12,spending,training,bank,none,0
3374,07-11-2024,21188.01,646390105,112,2.99E+12,welfare,subsidy,bank,none,0
3375,26-09-2023,158039.63,951452436,112,8.38E+12,spending,maintenance,bank,none,0
3376,14-09-2024,39487.86,175401904,110,9.88E+12,welfare,subsidy,bank,none,0
3377,11-05-2024,22860.13,325182357,112,8.32E+12,welfare,subsidy,bank,none,0
3378,07-07-2023,184935.49,116106913,114,6.74E+12,spending,maintenance,bank,none,0
3379,19-04-2023,27623.5,646390105,112,2.99E+12,welfare,subsidy,bank,none,0
3380,28-09-2024,131125.64,760955423,103,7.01E+12,spending,operations,bank,none,0
3381,24-02-2024,829133.82,309724730,113,4.94E+12,procurement,infrastructure,bank,none,0
3382,27-09-2024,101758.37,415842845,113,1.12E+12,spending,training,bank,none,0
3383,01-10-2024,75293.91,116106913,114,6.74E+12,spending,maintenance,bank,none,0
